	(22-23)-1.0	(22-23)-2.0	(22-23)-3.0	(22-23)-4.0	(22-23)-5.0	(22-23)-6.0	(22-23)-7.0	(22-23)-8.0	(22-23)-9.0	(22-23)-10.0	(22-23)-11.0	(22-23)-12.0	(22-23)-13.0	(22-23)-14.0	(22-23)-15.0	(22-23)-16.0	(22-23)-17.0	(22-23)-18.0	(22-23)-19.0	(22-23)-20.0	(22-23)-21.0	(22-23)-22.0	(22-23)-23.0	(22-23)-24.0	(22-23)-25.0	(22-23)-26.0	(22-23)-27.0	(22-23)-28.0	(22-23)-29.0	(22-23)-30.0	(22-23)-31.0	(22-23)-32.0	(22-23)-33.0	(22-23)-34.0	(22-23)-35.0	(22-23)-36.0	(22-23)-37.0
1.0	0.9933259794468006	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	0.006637763859848667	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06	1.0359055243461305e-06
2.0	0.2858505725397799	0.6145237664059311	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	0.05980726663163949	5.98072666316395e-07	5.98072666316395e-07	0.03354913698215632	5.98072666316395e-07	5.98072666316395e-07	5.98072666316395e-07	0.006250119115171781	5.98072666316395e-07	5.98072666316395e-07
3.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
4.0	0.792161675903415	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	0.2077656061344399	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06	2.077656061344399e-06
5.0	0.40850355993352755	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	0.5914374544505383	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06	1.6853033124636643e-06
6.0	0.02631525885995078	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	0.9735680880829053	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06	3.3329444898095206e-06
7.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
8.0	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	0.9996401295533589	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06	9.996401295533589e-06
9.0	0.3358216505296992	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	0.6460300174671624	0.018115771602026185	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07	9.576588562699913e-07
10.0	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004	0.027027027027027004
