,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.999780850990208,13.0,13.0,2008-11-01 10,"嘉和一品粥, 成府路, 五道口, 后八家, 海淀区, 100083, 中国",39.9917996077557,116.33190646815302,0.9302358029859076,0.9999999987355962
1,1.153415841013161e-05,13.0,1.0,2008-11-01 10,"学生公寓2号楼, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08863643015579,116.30449353628212,0.0,0.9999999987355962
2,1.153415841013161e-05,13.0,2.0,2008-11-01 10,"海龙, 冰窖胡同, 科育社区, 稻香园南社区, 海淀区, 北京市, 100871, 中国",39.98229330701754,116.3095121754386,0.0,0.9999999987355962
3,1.153415841013161e-05,13.0,19.0,2008-11-01 10,"积水谭医院回龙观分院, 龙禧二街, 史各庄, 昌平区, 102208, 中国",40.08518159259259,116.31376996296291,0.0,0.9999999987355962
4,1.153415841013161e-05,13.0,18.0,2008-11-01 10,"中国银行, 知春路, 中关村, 稻香园南社区, 海淀区, 北京市, 100098, 中国",39.974819153846155,116.31912184615385,0.0,0.9999999987355962
5,1.153415841013161e-05,13.0,17.0,2008-11-01 10,"30, 紫荆路, 五道口, 西洼村, 海淀区, 100084, 中国",40.00911542857142,116.31744261904764,0.0,0.9999999987355962
6,1.153415841013161e-05,13.0,16.0,2008-11-01 10,"成府路, 五道口, 西洼村, 海淀区, 北京市, 100738, 中国",39.99132705317461,116.32659624761904,0.0,0.9999999987355962
7,1.153415841013161e-05,13.0,15.0,2008-11-01 10,"中国科学院档案馆, 中关村北一条, 科源社区, 稻香园南社区, 海淀区, 北京市, 100086, 中国",39.98633437931035,116.3166782758621,0.0,0.9999999987355962
8,1.153415841013161e-05,13.0,14.0,2008-11-01 10,"北四环西路, 中关村, 稻香园南社区, 海淀区, 北京市, 10080, 中国",39.98380806058701,116.29937954714649,0.0,0.9999999987355962
9,1.153415841013161e-05,13.0,12.0,2008-11-01 10,"紫光大厦, 中关村东路, 五道口, 西洼村, 海淀区, 100738, 中国",39.99420093314825,116.32544331301798,0.0,0.9999999987355962
10,1.153415841013161e-05,13.0,11.0,2008-11-01 10,"北京信息科技大学（清河小营校区）, 小营东路, 西小口, 海淀区, 100192, 中国",40.03881030176925,116.34326949666851,0.0,0.9999999987355962
11,1.153415841013161e-05,13.0,10.0,2008-11-01 10,"华联商场, 回龙观西大街, 田园风光雅园, 史各庄, 昌平区, 102208, 中国",40.075122285714286,116.31314414285713,0.0,0.9999999987355962
12,1.153415841013161e-05,13.0,9.0,2008-11-01 10,"史各庄, 昌平区, 102208, 中国",40.06999419329731,116.31289634211686,0.0,0.9999999987355962
13,1.153415841013161e-05,13.0,8.0,2008-11-01 10,"花园路街道, 北土城西路, 后八家, 海淀区, 100191, 中国",39.977312808675784,116.35625230420806,0.0,0.9999999987355962
14,1.153415841013161e-05,13.0,7.0,2008-11-01 10,"华北电力大学 - 北京, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08979391111111,116.30152428333334,0.0,0.9999999987355962
15,1.153415841013161e-05,13.0,6.0,2008-11-01 10,"清华大学, 30, 双清路, 五道口, 后八家, 海淀区, 100084, 中国",40.007680914127825,116.31968206310259,0.0,0.9999999987355962
16,1.153415841013161e-05,13.0,5.0,2008-11-01 10,"五道口, 西洼村, 海淀区, 100084, 中国",40.00934249629631,116.32245676712964,0.0,0.9999999987355962
17,1.153415841013161e-05,13.0,4.0,2008-11-01 10,"东主楼, 清华路, 五道口, 西洼村, 海淀区, 100738, 中国",39.99954146791685,116.32772945595457,0.0,0.9999999987355962
18,1.153415841013161e-05,13.0,3.0,2008-11-01 10,"艺豪书店, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08739749924604,116.30633699397544,0.0,0.9999999987355962
19,1.153415841013161e-05,13.0,20.0,2008-11-01 10,"中关村e世界, 海淀东一街, 科育社区, 稻香园南社区, 海淀区, 北京市, 100080, 中国",39.98043775,116.30850175,0.0,0.9999999987355962
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.05,13.0,1.0,2008-11-01 11,"学生公寓2号楼, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08863643015579,116.30449353628212,0.0,0.22360679774997894
1,0.05,13.0,2.0,2008-11-01 11,"海龙, 冰窖胡同, 科育社区, 稻香园南社区, 海淀区, 北京市, 100871, 中国",39.98229330701754,116.3095121754386,0.0,0.22360679774997894
2,0.05,13.0,19.0,2008-11-01 11,"积水谭医院回龙观分院, 龙禧二街, 史各庄, 昌平区, 102208, 中国",40.08518159259259,116.31376996296291,0.0,0.22360679774997894
3,0.05,13.0,18.0,2008-11-01 11,"中国银行, 知春路, 中关村, 稻香园南社区, 海淀区, 北京市, 100098, 中国",39.974819153846155,116.31912184615385,0.0,0.22360679774997894
4,0.05,13.0,17.0,2008-11-01 11,"30, 紫荆路, 五道口, 西洼村, 海淀区, 100084, 中国",40.00911542857142,116.31744261904764,0.0,0.22360679774997894
5,0.05,13.0,16.0,2008-11-01 11,"成府路, 五道口, 西洼村, 海淀区, 北京市, 100738, 中国",39.99132705317461,116.32659624761904,0.0,0.22360679774997894
6,0.05,13.0,15.0,2008-11-01 11,"中国科学院档案馆, 中关村北一条, 科源社区, 稻香园南社区, 海淀区, 北京市, 100086, 中国",39.98633437931035,116.3166782758621,0.0,0.22360679774997894
7,0.05,13.0,14.0,2008-11-01 11,"北四环西路, 中关村, 稻香园南社区, 海淀区, 北京市, 10080, 中国",39.98380806058701,116.29937954714649,0.0,0.22360679774997894
8,0.05,13.0,13.0,2008-11-01 11,"嘉和一品粥, 成府路, 五道口, 后八家, 海淀区, 100083, 中国",39.9917996077557,116.33190646815302,0.0,0.22360679774997894
9,0.05,13.0,12.0,2008-11-01 11,"紫光大厦, 中关村东路, 五道口, 西洼村, 海淀区, 100738, 中国",39.99420093314825,116.32544331301798,0.0,0.22360679774997894
10,0.05,13.0,11.0,2008-11-01 11,"北京信息科技大学（清河小营校区）, 小营东路, 西小口, 海淀区, 100192, 中国",40.03881030176925,116.34326949666851,0.0,0.22360679774997894
11,0.05,13.0,10.0,2008-11-01 11,"华联商场, 回龙观西大街, 田园风光雅园, 史各庄, 昌平区, 102208, 中国",40.075122285714286,116.31314414285713,0.0,0.22360679774997894
12,0.05,13.0,9.0,2008-11-01 11,"史各庄, 昌平区, 102208, 中国",40.06999419329731,116.31289634211686,0.0,0.22360679774997894
13,0.05,13.0,8.0,2008-11-01 11,"花园路街道, 北土城西路, 后八家, 海淀区, 100191, 中国",39.977312808675784,116.35625230420806,0.0,0.22360679774997894
14,0.05,13.0,7.0,2008-11-01 11,"华北电力大学 - 北京, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08979391111111,116.30152428333334,0.0,0.22360679774997894
15,0.05,13.0,6.0,2008-11-01 11,"清华大学, 30, 双清路, 五道口, 后八家, 海淀区, 100084, 中国",40.007680914127825,116.31968206310259,0.0833,0.22360679774997894
16,0.05,13.0,5.0,2008-11-01 11,"五道口, 西洼村, 海淀区, 100084, 中国",40.00934249629631,116.32245676712964,0.0,0.22360679774997894
17,0.05,13.0,4.0,2008-11-01 11,"东主楼, 清华路, 五道口, 西洼村, 海淀区, 100738, 中国",39.99954146791685,116.32772945595457,0.0,0.22360679774997894
18,0.05,13.0,3.0,2008-11-01 11,"艺豪书店, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08739749924604,116.30633699397544,0.0,0.22360679774997894
19,0.05,13.0,20.0,2008-11-01 11,"中关村e世界, 海淀东一街, 科育社区, 稻香园南社区, 海淀区, 北京市, 100080, 中国",39.98043775,116.30850175,0.0,0.22360679774997894
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.9996028473728004,13.0,1.0,2008-11-01 19,"学生公寓2号楼, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08863643015579,116.30449353628212,0.7272975184074174,0.936350942602124
1,2.090276985259107e-05,13.0,2.0,2008-11-01 19,"海龙, 冰窖胡同, 科育社区, 稻香园南社区, 海淀区, 北京市, 100871, 中国",39.98229330701754,116.3095121754386,0.0,0.936350942602124
2,2.090276985259107e-05,13.0,19.0,2008-11-01 19,"积水谭医院回龙观分院, 龙禧二街, 史各庄, 昌平区, 102208, 中国",40.08518159259259,116.31376996296291,0.0,0.936350942602124
3,2.090276985259107e-05,13.0,18.0,2008-11-01 19,"中国银行, 知春路, 中关村, 稻香园南社区, 海淀区, 北京市, 100098, 中国",39.974819153846155,116.31912184615385,0.0,0.936350942602124
4,2.090276985259107e-05,13.0,17.0,2008-11-01 19,"30, 紫荆路, 五道口, 西洼村, 海淀区, 100084, 中国",40.00911542857142,116.31744261904764,0.0,0.936350942602124
5,2.090276985259107e-05,13.0,16.0,2008-11-01 19,"成府路, 五道口, 西洼村, 海淀区, 北京市, 100738, 中国",39.99132705317461,116.32659624761904,0.0,0.936350942602124
6,2.090276985259107e-05,13.0,15.0,2008-11-01 19,"中国科学院档案馆, 中关村北一条, 科源社区, 稻香园南社区, 海淀区, 北京市, 100086, 中国",39.98633437931035,116.3166782758621,0.0,0.936350942602124
7,2.090276985259107e-05,13.0,14.0,2008-11-01 19,"北四环西路, 中关村, 稻香园南社区, 海淀区, 北京市, 10080, 中国",39.98380806058701,116.29937954714649,0.0,0.936350942602124
8,2.090276985259107e-05,13.0,13.0,2008-11-01 19,"嘉和一品粥, 成府路, 五道口, 后八家, 海淀区, 100083, 中国",39.9917996077557,116.33190646815302,0.2727024815925825,0.936350942602124
9,2.090276985259107e-05,13.0,12.0,2008-11-01 19,"紫光大厦, 中关村东路, 五道口, 西洼村, 海淀区, 100738, 中国",39.99420093314825,116.32544331301798,0.0,0.936350942602124
10,2.090276985259107e-05,13.0,11.0,2008-11-01 19,"北京信息科技大学（清河小营校区）, 小营东路, 西小口, 海淀区, 100192, 中国",40.03881030176925,116.34326949666851,0.0,0.936350942602124
11,2.090276985259107e-05,13.0,10.0,2008-11-01 19,"华联商场, 回龙观西大街, 田园风光雅园, 史各庄, 昌平区, 102208, 中国",40.075122285714286,116.31314414285713,0.0,0.936350942602124
12,2.090276985259107e-05,13.0,9.0,2008-11-01 19,"史各庄, 昌平区, 102208, 中国",40.06999419329731,116.31289634211686,0.0,0.936350942602124
13,2.090276985259107e-05,13.0,8.0,2008-11-01 19,"花园路街道, 北土城西路, 后八家, 海淀区, 100191, 中国",39.977312808675784,116.35625230420806,0.0,0.936350942602124
14,2.090276985259107e-05,13.0,7.0,2008-11-01 19,"华北电力大学 - 北京, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08979391111111,116.30152428333334,0.0,0.936350942602124
15,2.090276985259107e-05,13.0,6.0,2008-11-01 19,"清华大学, 30, 双清路, 五道口, 后八家, 海淀区, 100084, 中国",40.007680914127825,116.31968206310259,0.0,0.936350942602124
16,2.090276985259107e-05,13.0,5.0,2008-11-01 19,"五道口, 西洼村, 海淀区, 100084, 中国",40.00934249629631,116.32245676712964,0.0,0.936350942602124
17,2.090276985259107e-05,13.0,4.0,2008-11-01 19,"东主楼, 清华路, 五道口, 西洼村, 海淀区, 100738, 中国",39.99954146791685,116.32772945595457,0.0,0.936350942602124
18,2.090276985259107e-05,13.0,3.0,2008-11-01 19,"艺豪书店, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08739749924604,116.30633699397544,0.0,0.936350942602124
19,2.090276985259107e-05,13.0,20.0,2008-11-01 19,"中关村e世界, 海淀东一街, 科育社区, 稻香园南社区, 海淀区, 北京市, 100080, 中国",39.98043775,116.30850175,0.0,0.936350942602124
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.05,13.0,1.0,2008-11-01 20,"学生公寓2号楼, 北农路, 沙河, 史各庄, 昌平区, 100126, 中国",40.08863643015579,116.30449353628212,1.0,0.22360679774997894
1,0.05,13.0,2.0,2008-11-01 20,"海龙, 冰窖胡同, 科育社区, 稻香园南社区, 海淀区, 北京市, 100871, 中国",39.98229330701754,116.3095121754386,0.0,0.22360679774997894
2,0.05,13.0,19.0,2008-11-01 20,"积水谭医院回龙观分院, 龙禧二街, 史各庄, 昌平区, 102208, 中国",40.08518159259259,116.31376996296291,0.0,0.22360679774997894
3,0.05,13.0,18.0,2008-11-01 20,"中国银行, 知春路, 中关村, 稻香园南社区, 海淀区, 北京市, 100098, 中国",39.974819153846155,116.31912184615385,0.0,0.22360679774997894
4,0.05,13.0,17.0,2008-11-01 20,"30, 紫荆路, 五道口, 西洼村, 海淀区, 100084, 中国",40.00911542857142,116.31744261904764,0.0,0.22360679774997894
5,0.05,13.0,16.0,2008-11-01 20,"成府路, 五道口, 西洼村, 海淀区, 北京市, 100738, 中国",39.99132705317461,116.32659624761904,0.0,0.22360679774997894
