	Latitude	Longitude	Timestamp	Date	Time	Distance(Km)	Time(Hr)	Speed(Km/Hr)	Hour	DistClus	ClusDur	Weekday	StayPoint	StayptId	StayMeanLat	StayMeanLon	State	StateId	StateMeanLat	StateMeanLon
0	39.990663	116.32564090909092	2008-12-01 23:17:00	2008-12-01	23:17:00	0.0	0.0		23	1	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
1	39.98697192857143	116.32677100000001	2008-12-01 23:18:00	2008-12-01	23:18:00	0.42204168484913945	0.016666666666666666	25.322501090948368	23	2	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
2	39.983008166666664	116.32696933333334	2008-12-01 23:19:00	2008-12-01	23:19:00	0.4415681205737702	0.016666666666666666	26.494087234426214	23	3	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
3	39.9771315	116.32728658333333	2008-12-01 23:20:00	2008-12-01	23:20:00	0.6547470267504507	0.016666666666666666	39.28482160502704	23	4	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
4	39.975574357142854	116.3273822857143	2008-12-01 23:21:00	2008-12-01	23:21:00	0.17353249368023158	0.016666666666666666	10.411949620813894	23	4	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
5	39.97542242857143	116.32752964285716	2008-12-01 23:22:00	2008-12-01	23:22:00	0.021072579038656673	0.016666666666666666	1.2643547423194004	23	4	2.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
6	39.97520191666667	116.33208633333332	2008-12-01 23:23:00	2008-12-01	23:23:00	0.38948962742824644	0.016666666666666666	23.369377645694787	23	5	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
7	39.97515823076923	116.34050769230771	2008-12-01 23:24:00	2008-12-01	23:24:00	0.7184145177607942	0.016666666666666666	43.10487106564766	23	6	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
8	39.97518153846154	116.34554838461538	2008-12-01 23:25:00	2008-12-01	23:25:00	0.43001254739745903	0.016666666666666666	25.800752843847544	23	7	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
9	39.97518553846154	116.348437	2008-12-01 23:26:00	2008-12-01	23:26:00	0.24641853794107377	0.016666666666666666	14.785112276464426	23	8	0.0	0Monday	-1	-1	-1.0	-1.0	-1	-1	-1.0	-1.0
