	(12-13)-1.0	(12-13)-3.0	(12-13)-5.0	(12-13)-6.0	(12-13)-14.0	(12-13)-18.0	(12-13)-19.0	(12-13)-20.0	(12-13)-22.0	(12-13)-23.0	(12-13)-24.0	(12-13)-25.0	(12-13)-26.0	(12-13)-30.0	(12-13)-51.0	(12-13)-55.0	(12-13)-58.0	(12-13)-76.0	(12-13)-85.0	(12-13)-88.0	(12-13)-89.0	(12-13)-99.0	(12-13)-107.0	(12-13)-108.0	(12-13)-109.0	(12-13)-110.0	(12-13)-111.0	(12-13)-12.0	(12-13)-82.0	(12-13)-142.0	(12-13)-152.0	(12-13)-178.0	(12-13)-2.0	(12-13)-201.0	(12-13)-202.0	(12-13)-231.0	(12-13)-232.0	(12-13)-13.0	(12-13)-233.0	(12-13)-234.0	(12-13)-236.0	(12-13)-248.0	(12-13)-253.0	(12-13)-100.0	(12-13)-278.0	(12-13)-279.0	(12-13)-280.0	(12-13)-289.0	(12-13)-295.0	(12-13)-297.0	(12-13)-298.0	(12-13)-299.0	(12-13)-15.0	(12-13)-102.0	(12-13)-123.0	(12-13)-4.0	(12-13)-120.0	(12-13)-288.0	(12-13)-386.0	(12-13)-403.0	(12-13)-404.0	(12-13)-406.0	(12-13)-419.0	(12-13)-8.0
1.0	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976
3.0	6.289058986970967e-07	0.9999603789283836	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07	6.289058986970967e-07
5.0	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976
6.0	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976
14.0	2.2191154605774107e-05	0.9986019572598348	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05	2.2191154605774107e-05
18.0	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976
19.0	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976
20.0	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	0.9990821457304265	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05	1.4569115390113946e-05
22.0	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	0.9995208675594938	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06	7.60527683338707e-06
23.0	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976	0.015624999999999976
