,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.08333333333333334,10.0,1.0,2010-06-01 19,"朝阳区 / Chaoyang, 北京市, 102218, 中国",40.05264993480621,116.40061231309728,0.0,0.28867513459481287
1,0.08333333333333334,10.0,2.0,2010-06-01 19,"希格玛大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97558910635128,116.33050056685607,0.0,0.28867513459481287
2,0.08333333333333334,10.0,3.0,2010-06-01 19,"自动化大厦, 中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.978209,116.327026,0.0,0.28867513459481287
3,0.08333333333333334,10.0,4.0,2010-06-01 19,"安立路, 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.034131200000004,116.40434180000001,0.0,0.28867513459481287
4,0.08333333333333334,10.0,5.0,2010-06-01 19,"中关村海关辑私分局, 中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.975463875,116.32771654166665,0.0,0.28867513459481287
5,0.08333333333333334,10.0,6.0,2010-06-01 19,"安立路, 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.02649757142857,116.40304314285713,0.0,0.28867513459481287
6,0.08333333333333334,10.0,7.0,2010-06-01 19,"东小口镇, 昌平区, 北京市, 102218, 中国",40.04733325,116.3982295,0.0,0.28867513459481287
7,0.08333333333333334,10.0,8.0,2010-06-01 19,"紫御华府, 安立路, 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.0403062,116.4053956,0.0,0.28867513459481287
8,0.08333333333333334,10.0,9.0,2010-06-01 19,"朝阳区 / Chaoyang, 北京市, 102218, 中国",40.046288,116.4054,0.0,0.28867513459481287
9,0.08333333333333334,10.0,10.0,2010-06-01 19,"东小口镇, 昌平区, 北京市, 102218, 中国",40.051099,116.39866200000002,1.0,0.28867513459481287
10,0.08333333333333334,10.0,11.0,2010-06-01 19,"融科资讯中心B座, 中关村南三街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98328775,116.32088725,0.0,0.28867513459481287
11,0.08333333333333334,10.0,12.0,2010-06-01 19,"聚隆缘烤吧, 青河路 (Qīnghé lù), 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.045222,116.399758,0.0,0.28867513459481287
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.08333333333333334,10.0,1.0,2010-06-01 20,"朝阳区 / Chaoyang, 北京市, 102218, 中国",40.05264993480621,116.40061231309728,0.0,0.28867513459481287
1,0.08333333333333334,10.0,2.0,2010-06-01 20,"希格玛大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97558910635128,116.33050056685607,0.0,0.28867513459481287
2,0.08333333333333334,10.0,3.0,2010-06-01 20,"自动化大厦, 中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.978209,116.327026,0.0,0.28867513459481287
3,0.08333333333333334,10.0,4.0,2010-06-01 20,"安立路, 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.034131200000004,116.40434180000001,0.0,0.28867513459481287
4,0.08333333333333334,10.0,5.0,2010-06-01 20,"中关村海关辑私分局, 中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.975463875,116.32771654166665,0.0,0.28867513459481287
5,0.08333333333333334,10.0,6.0,2010-06-01 20,"安立路, 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.02649757142857,116.40304314285713,0.0,0.28867513459481287
6,0.08333333333333334,10.0,7.0,2010-06-01 20,"东小口镇, 昌平区, 北京市, 102218, 中国",40.04733325,116.3982295,0.0,0.28867513459481287
7,0.08333333333333334,10.0,8.0,2010-06-01 20,"紫御华府, 安立路, 朝阳区 / Chaoyang, 北京市, 102218, 中国",40.0403062,116.4053956,0.0,0.28867513459481287
8,0.08333333333333334,10.0,9.0,2010-06-01 20,"朝阳区 / Chaoyang, 北京市, 102218, 中国",40.046288,116.4054,0.0,0.28867513459481287
9,0.08333333333333334,10.0,10.0,2010-06-01 20,"东小口镇, 昌平区, 北京市, 102218, 中国",40.051099,116.39866200000002,1.0,0.28867513459481287
