	(20-21)-1.0	(20-21)-2.0	(20-21)-3.0	(20-21)-4.0	(20-21)-11.0	(20-21)-12.0	(20-21)-13.0	(20-21)-24.0	(20-21)-25.0	(20-21)-27.0	(20-21)-28.0	(20-21)-46.0	(20-21)-47.0	(20-21)-49.0	(20-21)-51.0	(20-21)-58.0	(20-21)-62.0	(20-21)-66.0	(20-21)-14.0	(20-21)-23.0	(20-21)-79.0	(20-21)-80.0	(20-21)-85.0	(20-21)-88.0	(20-21)-89.0	(20-21)-96.0	(20-21)-102.0	(20-21)-103.0	(20-21)-104.0	(20-21)-105.0	(20-21)-52.0	(20-21)-101.0	(20-21)-114.0	(20-21)-148.0	(20-21)-166.0	(20-21)-187.0	(20-21)-200.0	(20-21)-201.0	(20-21)-204.0	(20-21)-217.0	(20-21)-18.0	(20-21)-19.0	(20-21)-253.0	(20-21)-269.0	(20-21)-272.0	(20-21)-298.0	(20-21)-55.0	(20-21)-304.0	(20-21)-318.0	(20-21)-323.0	(20-21)-324.0	(20-21)-326.0	(20-21)-327.0	(20-21)-77.0	(20-21)-5.0	(20-21)-366.0	(20-21)-371.0	(20-21)-372.0	(20-21)-373.0	(20-21)-94.0	(20-21)-384.0	(20-21)-387.0	(20-21)-388.0	(20-21)-391.0	(20-21)-414.0	(20-21)-63.0	(20-21)-444.0	(20-21)-445.0	(20-21)-459.0	(20-21)-386.0	(20-21)-470.0	(20-21)-484.0	(20-21)-485.0	(20-21)-486.0	(20-21)-504.0	(20-21)-517.0	(20-21)-518.0	(20-21)-519.0
1.0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128
2.0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128
3.0	2.499518842622813e-06	2.499518842622813e-06	0.9998075370491251	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06	2.499518842622813e-06
4.0	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	0.9992305924438134	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06	9.992305924438134e-06
11.0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128
12.0	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	0.9984623679533584	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05	1.996924735906717e-05
13.0	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	0.22719527433829328	0.45439054867658657	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	0.3180733840736106	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06	4.5439054867658665e-06
24.0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128
25.0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128
27.0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128
