	id	groupid	start	end	meanlat	meanlon	StartEndStayptFlag	duration
0	4.0	1	2008-05-10 05:00:00.000000	2008-05-10 07:47:30.000000	39.96916	116.3081895	Y	167.5
1	5.0	2	2008-05-17 07:47:30.000000	2008-05-17 10:39:00.000000	39.971311	116.30538779999999	Y	171.5
2	6.0	1	2008-05-17 10:39:00.000000	2008-05-17 13:24:00.000000	39.969410625	116.3088425	Y	165.0
3	7.0	2	2008-05-17 13:24:00.000000	2008-05-17 16:40:16.156782	39.97127141666667	116.30542183333331	Y	196.26666666666668
4	8.0	3	2008-05-24 00:59:43.843218	2008-05-24 01:41:04.432125	39.988530363636364	116.27494963636363	Y	41.333333333333336
5	11.0	4	2008-05-24 01:56:55.567875	2008-05-24 03:05:12.444795	39.996812424708104	116.27486604082115	N	68.26666666666667
6	14.0	5	2008-05-24 03:17:47.555205	2008-05-24 06:36:00.000000	39.999060850308204	116.2674414850908	Y	198.2
7	15.0	5	2008-05-24 03:26:00.000000	2008-05-24 07:13:30.000000	39.999060850308204	116.2674414850908	N	227.5
8	18.0	6	2008-05-24 07:13:30.000000	2008-05-24 08:01:00.854678	39.996598865331194	116.26756620890569	N	47.5
9	23.0	7	2008-05-24 08:18:59.145322	2008-05-24 09:12:15.232257	39.98980612460711	116.2705829753397	N	53.266666666666666
10	27.0	8	2008-05-24 09:23:44.767743	2008-05-24 10:42:00.000000	39.993849850000004	116.27441042500001	Y	78.25
11	28.0	8	2008-05-24 09:37:00.000000	2008-05-24 10:47:10.353774	39.993849850000004	116.27441042500001	Y	70.16666666666667
12	51.0	1	2008-05-24 12:21:49.646226	2008-05-24 13:29:00.000000	39.96955625	116.3102045	Y	67.16666666666667
13	52.0	1	2008-05-24 12:27:00.000000	2008-05-24 13:33:00.000000	39.96955625	116.3102045	Y	66.0
14	53.0	9	2008-05-24 13:33:00.000000	2008-05-24 13:59:00.000000	39.96803701286278	116.31417908003661	N	26.0
