	(20-21)-1.0	(20-21)-2.0	(20-21)-3.0	(20-21)-4.0	(20-21)-5.0	(20-21)-6.0	(20-21)-7.0	(20-21)-8.0	(20-21)-9.0	(20-21)-10.0	(20-21)-11.0	(20-21)-12.0	(20-21)-13.0	(20-21)-14.0	(20-21)-15.0	(20-21)-16.0	(20-21)-17.0	(20-21)-18.0	(20-21)-19.0	(20-21)-20.0	(20-21)-21.0	(20-21)-22.0	(20-21)-23.0	(20-21)-24.0	(20-21)-25.0
1.0	0.8730692121560639	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	0.05682078783390965	0.07009403878578038	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07	7.255101930321881e-07
2.0	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	0.999537338645719	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05	1.9277556428433933e-05
3.0	4.9994250661173946e-06	4.9994250661173946e-06	0.7332656744474381	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	0.2666193387760406	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06	4.9994250661173946e-06
4.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
5.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
6.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
7.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
8.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
9.0	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	0.9999635433699371	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06	1.5190262526612612e-06
10.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
11.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
12.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
13.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
14.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
15.0	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	0.9979244767562638	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05	8.648013515569782e-05
16.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
17.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
18.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
19.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
20.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
21.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
22.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
23.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
24.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
25.0	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04
